id,symbol,name,categories,market_cap (usd),market_cap_rank,fully_diluted_valuation (usd)
automata,ata,Automata,"['BNB Chain Ecosystem', 'Binance Launchpool', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Restaking', 'Alameda Research Portfolio', 'Binance Labs Portfolio']",32145482,837,54688530.0
autonolas,olas,Autonolas,"['Artificial Intelligence (AI)', 'Solana Ecosystem', 'Polygon Ecosystem', 'Gnosis Chain Ecosystem', 'Arbitrum Ecosystem', 'Celo Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Base Ecosystem', 'AI Agents', 'Mode Ecosystem', 'AI Agent Launchpad', 'Binance Alpha Spotlight', 'AI Framework', 'DeFAI']",67603523,546,197748563.0
autonomi,ant,Autonomi,"['Storage', 'Arbitrum Ecosystem']",68614751,544,178061292.0
avalanche-2,avax,Avalanche,"['Smart Contract Platform', 'Layer 1 (L1)', 'Avalanche Ecosystem', 'Proof of Stake (PoS)', 'DragonFly Capital Portfolio', 'DeFiance Capital Portfolio', 'Andreessen Horowitz (a16z) Portfolio', 'GMCI Layer 1 Index', 'GMCI 30 Index', 'Galaxy Digital Portfolio', 'GMCI Index', 'Polychain Capital Portfolio', 'Made in USA', 'Coinbase 50 Index']",8127796210,20,8847368289.0
avail,avail,Avail,"['Infrastructure', 'Smart Contract Platform', 'Ethereum Ecosystem', 'Data Availability', 'Modular Blockchain']",104460589,409,539879434.0
ava-ai,ava,Ava AI,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'AI Meme', 'AI Agents', 'Pump.fun Ecosystem', 'Binance Alpha Spotlight', 'Made in USA']",38088477,761,38088477.0
avant-staked-usd,savusd,Avant Staked USD,"['Yield Farming', 'Avalanche Ecosystem']",5320931,1815,5320931.0
avant-usd,avusd,Avant USD,"['Stablecoins', 'Avalanche Ecosystem']",12933449,1316,12933449.0
avalaunch,xava,Avalaunch,"['Avalanche Ecosystem', 'Launchpad']",8985885,1513,23612134.0
avalon-2,avl,Avalon,"['Decentralized Finance (DeFi)', 'Ethereum Ecosystem']",94135798,443,580189813.0
avc,avc,AVC,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Decentralized Identifier (DID)', 'Binance Labs Portfolio']",10309123,1439,31426657.0
aventis-ai,aai,Aventis AI,['BNB Chain Ecosystem'],34096369,806,87828345.0
aventus,avt,Aventus,"['Entertainment', 'Smart Contract Platform', 'Polkadot Ecosystem', 'Ethereum Ecosystem']",19837516,1079,22222191.0
axelar,axl,Axelar,"['Infrastructure', 'BNB Chain Ecosystem', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Fantom Ecosystem', 'Arbitrum Ecosystem', 'Moonbeam Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Interoperability', 'Bridge Governance Tokens', 'Base Ecosystem', 'Osmosis Ecosystem', 'Cross-chain Communication', 'Secret Ecosystem', 'Galaxy Digital Portfolio', 'Polychain Capital Portfolio', 'Made in USA']",349137556,181,448676481.0
axel,axel,AXEL,"['Software as a service', 'Masternodes']",8069533,1565,59186753.0
axie-infinity,axs,Axie Infinity,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Axie Infinity Ecosystem', 'Metaverse', 'Play To Earn', 'Harmony Ecosystem', 'Ethereum Ecosystem', 'Animoca Brands Portfolio', 'Alleged SEC Securities', 'Binance Launchpad', 'Ronin Ecosystem', 'Card Games', 'Breeding', 'Paradigm Portfolio', 'Gaming Governance Token', 'Gaming Utility Token', 'Andreessen Horowitz (a16z) Portfolio', 'Energi Ecosystem', 'Binance Labs Portfolio', 'Consensys Portfolio', 'Coinbase 50 Index']",521023453,128,883154615.0
axondao-governance-token,axgt,AxonDAO Governance Token,"['Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Base Ecosystem', 'Decentralized Science (DeSci)']",60265891,581,140626621.0
b3,b3,B3 (Base),"['Smart Contract Platform', 'Base Ecosystem', 'Gaming Blockchains']",123425988,364,579664209.0
babyboomtoken,bbt,BabyBoomToken,"['Healthcare', 'Marketing', 'BNB Chain Ecosystem']",8621451,1534,51869593.0
baby-doge-coin,babydoge,Baby Doge Coin,"['Gaming (GameFi)', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'Meme', 'Ethereum Ecosystem', 'Dog-Themed', 'Solana Meme', 'Gaming Utility Token']",190799303,264,484308038.0
bad-idea-ai,bad,Bad Idea AI,"['Artificial Intelligence (AI)', 'Meme', 'Ethereum Ecosystem', 'Telegram Apps', 'Discord Bots', 'Shibarium Ecosystem']",10120212,1443,13025543.0
bacon-protocol,bac,Bacon Protocol,"['Artificial Intelligence (AI)', 'BNB Chain Ecosystem', 'AI Agent Launchpad']",5972825,1732,5972825.0
badger-dao,badger,Badger,"['Decentralized Finance (DeFi)', 'Yield Farming', 'Yield Aggregator', 'Gnosis Chain Ecosystem', 'Fantom Ecosystem', 'Harmony Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Energi Ecosystem', 'Blockchain Capital Portfolio']",59694061,581,62896796.0
bakerytoken,bake,BakerySwap,"['NFT', 'BNB Chain Ecosystem', 'Harmony Ecosystem']",37957825,755,38097895.0
balancer,bal,Balancer,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Yield Farming', 'Automated Market Maker (AMM)', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Near Protocol Ecosystem', 'Gnosis Chain Ecosystem', 'Harmony Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Base Ecosystem', 'Index Coop Defi Index', 'Alameda Research Portfolio', 'DeFiance Capital Portfolio', 'Pantera Capital Portfolio', 'Energi Ecosystem', 'Polygon zkEVM Ecosystem', 'Huobi ECO Chain Ecosystem', 'Blockchain Capital Portfolio', 'Index Coop Index']",97467332,428,105472047.0
balanced-dollars,bnusd,Balanced Dollars,"['Stablecoins', 'Archway Ecosystem', 'Crypto-backed Stablecoin']",5255292,1822,5256407.0
bamboo-on-base,bamboo,Bamboo on Base,"['Meme', 'Base Ecosystem', 'Base Meme']",5636134,1775,5636134.0
banana-for-scale-2,bananas31,Banana For Scale,"['BNB Chain Ecosystem', 'Meme', 'Binance Alpha Spotlight']",19026774,1100,19026774.0
banana-gun,banana,Banana Gun,"['Ethereum Ecosystem', 'Telegram Apps', 'Binance HODLer Airdrops']",44453851,695,107768941.0
bancor,bnt,Bancor Network,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Automated Market Maker (AMM)', 'Ethereum Ecosystem', 'DeFiance Capital Portfolio', 'Energi Ecosystem']",48757020,666,48757020.0
bankercoin-2,bnkr,BankrCoin,"['Artificial Intelligence (AI)', 'Base Ecosystem', 'AI Agents', 'Clanker Ecosystem', 'DeFAI']",28425258,884,28425258.0
band-protocol,band,Band Protocol,"['Business Services', 'Decentralized Finance (DeFi)', 'Oracle', 'Fantom Ecosystem', 'Ethereum Ecosystem', 'Binance Launchpad', 'Osmosis Ecosystem', 'Energi Ecosystem', 'Binance Labs Portfolio', 'Sequoia Capital Portfolio']",126759342,358,128448601.0
basedai,basedai,BasedAI,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem', 'AI Agents']",26726808,922,26726808.0
based-brett,brett,Brett,"['Meme', 'Base Ecosystem', 'Frog-Themed', 'Base Meme', 'The Boy’s Club']",324178663,187,324178663.0
based-eth,bsdeth,Based ETH,"['Crypto-Backed Tokens', 'Decentralized Finance (DeFi)', 'Base Ecosystem']",9175092,1492,9175092.0
based-fartcoin,fartcoin,Based Fartcoin,"['Meme', 'Base Ecosystem', 'Base Meme']",15138301,1229,15138301.0
based-pepe,pepe,Based Pepe,"['Meme', 'Base Ecosystem', 'Frog-Themed', 'Base Meme', 'The Boy’s Club']",20329012,1057,20329012.0
base-god,tybg,Base God,"['Meme', 'Base Ecosystem', 'Base Meme', 'Farcaster Ecosystem']",7583457,1597,7583457.0
basenji,benji,Basenji,"['Meme', 'Base Ecosystem', 'Dog-Themed', 'Base Meme']",15549178,1215,15549178.0
basic-attention-token,bat,Basic Attention,"['Solana Ecosystem', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Near Protocol Ecosystem', 'Harmony Ecosystem', 'Ethereum Ecosystem', 'Pantera Capital Portfolio', 'Energi Ecosystem', 'Made in USA']",225633704,231,226287167.0
bc-token,bc,BCGame Coin,"['Gambling (GambleFi)', 'Solana Ecosystem']",36954452,763,36954452.0
beam,beam,BEAM,"['Smart Contract Platform', 'Privacy', 'Ethereum Ecosystem', 'Proof of Work (PoW)', 'BeamPrivacy Ecosystem', 'Privacy Blockchain']",5270965,1813,7810928.0
beam-2,beam,Beam,"['Smart Contract Platform', 'Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Binance Launchpool', 'Avalanche Ecosystem', 'Ethereum Ecosystem', 'DWF Labs Portfolio', 'Gaming Blockchains', 'Avalanche L1']",321119365,189,373586464.0
bearxrpl,$bear,BEARXRPL,"['Meme', 'XRP Ledger Ecosystem']",7753555,1582,7753555.0
bedrock-btc,brbtc,Bedrock BTC,"['Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Ethereum Ecosystem', 'Liquid Restaking Tokens']",16700581,1178,42925331.0
beefy-finance,bifi,Beefy,"['Decentralized Finance (DeFi)', 'Yield Farming', 'Yield Aggregator', 'Ethereum Ecosystem']",14604931,1251,14604931.0
beethoven-x,beets,Beethoven X,"['Decentralized Finance (DeFi)', 'Fantom Ecosystem', 'Optimism Ecosystem']",7250297,1622,7747710.0
beldex,bdx,Beldex,"['Artificial Intelligence (AI)', 'Smart Contract Platform', 'Privacy', 'Masternodes', 'DePIN', 'DWF Labs Portfolio', 'Proof of Stake (PoS)', 'Proof of Work (PoW)']",486901253,137,699431662.0
bellscoin,bells,Bellscoin,"['Smart Contract Platform', 'Layer 1 (L1)', 'Meme', 'Proof of Work (PoW)', 'Inscriptions', 'Made in USA']",9546493,1464,9546493.0
bella-protocol,bel,Bella Protocol,"['Decentralized Finance (DeFi)', 'Yield Farming', 'BNB Chain Ecosystem', 'Binance Launchpool', 'Yield Aggregator', 'Ethereum Ecosystem', 'Manta Network Ecosystem', 'Binance Labs Portfolio']",57469910,596,71837387.0
be-for-fwx,b4fwx,Be For FWX,"['Avalanche Ecosystem', 'Base Ecosystem']",5913258,1735,5913258.0
bemo-staked-ton,stton,bemo Staked TON,"['Liquid Staking Tokens', 'TON Ecosystem', 'Liquid Staking']",23989858,965,23989858.0
benqi,qi,BENQI,"['Decentralized Finance (DeFi)', 'Yield Farming', 'Binance Launchpool', 'Lending/Borrowing Protocols', 'Avalanche Ecosystem', 'Liquid Staking Governance Tokens', 'DragonFly Capital Portfolio', 'Liquid Staking']",50030414,647,56085525.0
benqi-liquid-staked-avax,savax,BENQI Liquid Staked AVAX,"['Avalanche Ecosystem', 'Liquid Staking Tokens', 'Liquid Staking']",176154942,280,176154942.0
beny-bad-boy,bbb,Beny Bad Boy,"['Decentralized Finance (DeFi)', 'XDC Ecosystem']",9166327,1489,9166327.0
berachain-bera,bera,Berachain,"['Smart Contract Platform', 'Decentralized Finance (DeFi)', 'Layer 1 (L1)', 'Berachain Ecosystem', 'Binance HODLer Airdrops', 'Outlier Ventures Portfolio', 'Polychain Capital Portfolio']",660479416,111,3061193063.0
berachain-staked-eth,beraeth,Berachain Staked ETH,"['Decentralized Finance (DeFi)', 'Liquid Staking Tokens', 'Berachain Ecosystem', 'Liquid Staked ETH']",44082068,696,44082068.0
bertram-the-pomeranian,bert,Bertram The Pomeranian,"['Solana Ecosystem', 'Meme', 'Dog-Themed', 'Solana Meme', 'Pump.fun Ecosystem']",10690165,1403,10690165.0
beta-finance,beta,Beta Finance,"['BNB Chain Ecosystem', 'Avalanche Ecosystem', 'Ethereum Ecosystem', 'Binance Launchpad', 'Multicoin Capital Portfolio', 'DeFiance Capital Portfolio', 'Delphi Ventures Portfolio', 'Sequoia Capital Portfolio']",18772120,1102,21106643.0
bfg-token,bfg,BFG Token,['BNB Chain Ecosystem'],18666334,1108,70339995.0
biconomy,bico,Biconomy,"['Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Account Abstraction', 'Coinbase Ventures Portfolio', 'Binance Labs Portfolio', 'Consensys Portfolio', 'Outlier Ventures Portfolio']",110013176,390,117710900.0
bifrost,bfc,Bifrost,"['Fantom Ecosystem', 'Ethereum Ecosystem', 'Liquid Staking Governance Tokens', 'DWF Labs Portfolio', 'Liquid Staking']",45128937,683,76830296.0
bifrost-native-coin,bnc,Bifrost,"['Smart Contract Platform', 'Decentralized Finance (DeFi)', 'Polkadot Ecosystem', 'Yield Farming', 'Derivatives', 'Lending/Borrowing Protocols', 'Layer 1 (L1)', 'Liquid Staking Governance Tokens', 'DWF Labs Portfolio', 'Yield Optimizer', 'Liquid Staking']",7424724,1599,13326465.0
big-dog-fink,bink,Big Dog Fink,"['Solana Ecosystem', 'Meme', 'Solana Meme']",35849976,769,35849976.0
big,big,BIG,"['Avalanche Ecosystem', 'Meme', 'Made in USA']",5173315,1816,5173315.0
big-time,bigtime,Big Time,"['Gaming (GameFi)', 'Ethereum Ecosystem', 'RPG', 'Alameda Research Portfolio', 'Circle Ventures Portfolio', 'OKX Ventures Portfolio', 'MMO']",83131255,471,237648752.0
bilira,tryb,BiLira,"['Stablecoins', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'TRY Stablecoin', 'Base Ecosystem', 'Alameda Research Portfolio', 'Fiat-backed Stablecoin']",12007831,1329,12007831.0
bim,bim,BIM,"['Decentralized Finance (DeFi)', 'Polygon Ecosystem']",35955107,775,38741754.0
binancecoin,bnb,BNB,"['Smart Contract Platform', 'Exchange-based Tokens', 'BNB Chain Ecosystem', 'Centralized Exchange (CEX) Token', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'Alleged SEC Securities', 'FTX Holdings', 'Proof of Stake (PoS)', 'GMCI Layer 1 Index', 'GMCI 30 Index', 'GMCI Index']",82108520129,5,82108520129.0
binance-peg-avalanche,avax,Binance-Peg Avalanche,"['BNB Chain Ecosystem', 'Binance-Peg Tokens']",37906154,749,37906154.0
binance-peg-busd,busd,Binance-Peg BUSD,"['Stablecoins', 'USD Stablecoin', 'BNB Chain Ecosystem', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Optimism Ecosystem', 'Fiat-backed Stablecoin', 'Binance-Peg Tokens']",323820289,186,323820289.0
billion-dollar-cat-runes,bdc,BILLION•DOLLAR•CAT (Bitcoin),"['Solana Ecosystem', 'Meme', 'Cat-Themed', 'Bitcoin Ecosystem', 'Runes']",8878191,1508,8878191.0
binance-peg-dai,dai,Binance-Peg DAI,"['BNB Chain Ecosystem', 'Binance-Peg Tokens']",35893202,772,35893202.0
binance-peg-dogecoin,doge,Binance-Peg Dogecoin,"['BNB Chain Ecosystem', 'Meme', 'Binance-Peg Tokens']",443244268,148,443244268.0
binance-peg-eos,eos,Binance-Peg EOS,"['Smart Contract Platform', 'BNB Chain Ecosystem', 'Binance-Peg Tokens']",9317576,1476,9317576.0
binance-peg-sol,sol,Binance-Peg SOL,"['BNB Chain Ecosystem', 'Binance-Peg Tokens']",141297127,328,141297127.0
binance-peg-weth,weth,Binance-Peg WETH,"['BNB Chain Ecosystem', 'Binance-Peg Tokens']",1246780646,71,1246780646.0
binance-staked-sol,bnsol,Binance Staked SOL,"['Decentralized Finance (DeFi)', 'Solana Ecosystem', 'Liquid Staking Tokens', 'Liquid Staked SOL', 'Liquid Staking']",866962933,93,866962933.0
binance-usd,busd,BUSD,"['Stablecoins', 'USD Stablecoin', 'Ethereum Ecosystem', 'Fiat-backed Stablecoin']",60371862,571,60371862.0
bio-protocol,bio,Bio Protocol,"['Binance Launchpool', 'Solana Ecosystem', 'Ethereum Ecosystem', 'Decentralized Science (DeSci)']",135367066,335,277572965.0
biswap,bsw,Biswap,"['BNB Chain Ecosystem', 'Binance Labs Portfolio']",16485690,1166,19060078.0
bit2me,b2m,Bit2Me,"['Exchange-based Tokens', 'BNB Chain Ecosystem', 'Centralized Exchange (CEX) Token', 'Polygon Ecosystem', 'Ethereum Ecosystem']",63856052,551,64501062.0
bitbonk,bbonk,BitBonk,"['BNB Chain Ecosystem', 'Meme', 'Ethereum Ecosystem']",5073410,1828,11837957.0
bitcoin,btc,Bitcoin,"['Smart Contract Platform', 'Layer 1 (L1)', 'FTX Holdings', 'Proof of Work (PoW)', 'Bitcoin Ecosystem', 'GMCI 30 Index', 'GMCI Index', 'Coinbase 50 Index']",1642465591809,1,1642465591809.0
bitcoin-cash-sv,bsv,Bitcoin SV,"['Smart Contract Platform', 'Bitcoin Fork', 'Proof of Work (PoW)']",653168076,109,653168282.0
bitcoin-cash,bch,Bitcoin Cash,"['Smart Contract Platform', 'Layer 1 (L1)', 'Bitcoin Fork', 'Proof of Work (PoW)', 'Coinbase 50 Index']",7213045803,23,7213045803.0
bitcoin-diamond,bcd,Bitcoin Diamond,"['Smart Contract Platform', 'Proof of Work (PoW)']",9508354,1463,9508354.0
bitcoin-pro,btcp,Bitcoin Pro,['Ethereum Ecosystem'],9610908,1459,156435333.0
bitcoin-gold,btg,Bitcoin Gold,"['Smart Contract Platform', 'Bitcoin Fork', 'Proof of Work (PoW)']",43077715,694,43077715.0
bitcoin-usd-btcfi,btcusd,Bitcoin USD (BTCFi),"['Stablecoins', 'USD Stablecoin', 'Fiat-backed Stablecoin']",8489370,1528,8489370.0
bitdca,bdca,BitDCA,['BNB Chain Ecosystem'],78133357,488,83924914.0
bitcoin-wizards,wzrd,Bitcoin Wizards,"['Meme', 'BRC-20', 'Bitcoin Ecosystem', 'Inscriptions']",33192802,801,33192802.0
bitget-token,bgb,Bitget Token,"['Exchange-based Tokens', 'Centralized Exchange (CEX) Token', 'Ethereum Ecosystem', 'DragonFly Capital Portfolio', 'Morph L2 Ecosystem']",5150822383,30,5150822383.0
bitget-staked-sol,bgsol,Bitget Staked SOL,['Liquid Staked SOL'],11894723,1335,11894723.0
bitget-wallet-token,bwb,Bitget Wallet Token,"['Solana Ecosystem', 'Wallets', 'Base Ecosystem', 'TON Ecosystem']",67182897,542,470072637.0
bitkub-coin,kub,Bitkub Coin,['Smart Contract Platform'],151871162,313,188022823.0
bitmex-token,bmex,BitMEX,"['Exchange-based Tokens', 'Centralized Exchange (CEX) Token', 'Ethereum Ecosystem']",28859824,869,130194695.0
bitrise-token,brise,Bitgert,"['Smart Contract Platform', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'Ethereum Ecosystem', 'Bitgert Ecosystem']",28069970,882,30295725.0
bitrue-token,btr,Bitrue Coin,"['Centralized Exchange (CEX) Token', 'Ethereum Ecosystem']",14831391,1232,35949110.0
bitmart-token,bmx,BitMart,"['Exchange-based Tokens', 'Centralized Exchange (CEX) Token', 'Ethereum Ecosystem']",91443058,444,172267881.0
bitscrunch-token,bcut,bitsCrunch Token,"['Artificial Intelligence (AI)', 'Infrastructure', 'Analytics', 'NFT', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Animoca Brands Portfolio', 'Coinbase Ventures Portfolio']",10862071,1382,27033730.0
bittensor,tao,Bittensor,"['Artificial Intelligence (AI)', 'Smart Contract Platform', 'Layer 1 (L1)', 'DePIN', 'Bittensor Ecosystem', 'Polychain Capital Portfolio']",2087550586,55,5189406197.0
bittorrent,btt,BitTorrent,"['Storage', 'BNB Chain Ecosystem', 'Ethereum Ecosystem', 'DePIN', 'Alleged SEC Securities', 'Binance Launchpad', 'Tron Ecosystem', 'Energi Ecosystem', 'Binance Labs Portfolio', 'BitTorrent Ecosystem', 'GMCI DePIN Index', 'GMCI Index']",701296819,100,704098175.0
bityuan,bty,Bityuan,[],23839633,959,23839739.0
black-agnus,ftw,Black Agnus,"['BNB Chain Ecosystem', 'Solana Ecosystem', 'Polygon Ecosystem', 'Meme', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Base Ecosystem']",30133699,846,30133699.0
blackrock-usd-institutional-digital-liquidity-fund,buidl,BlackRock USD Institutional Digital Liquidity Fund,"['Stablecoins', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Aptos Ecosystem', 'Real World Assets (RWA)', 'Fiat-backed Stablecoin']",624619333,115,624619333.0
black-unicorn-corp,moon,Black Unicorn Corp.,"['Meme', 'Ethereum Ecosystem']",9067515,1485,9067515.0
blast,blast,Blast,"['Smart Contract Platform', 'Layer 2 (L2)', 'eGirl Capital Portfolio', 'Paradigm Portfolio', 'Blast Ecosystem']",80718420,476,307028552.0
blocklords,lrds,BLOCKLORDS,"['Gaming (GameFi)', 'Ethereum Ecosystem', 'Animoca Brands Portfolio', 'Base Ecosystem', 'Delphi Ventures Portfolio']",8625005,1513,23887289.0
blocksquare,bst,Blocksquare,"['Tokenized Real Estate', 'Tokenized Assets', 'Ethereum Ecosystem', 'Real World Assets (RWA)']",5767115,1739,5767115.0
blockstack,stx,Stacks,"['Infrastructure', 'Smart Contract Platform', 'Layer 2 (L2)', 'Bitcoin Sidechains', 'Stacks Ecosystem', 'SideChain', 'GMCI Layer 2 Index', 'GMCI 30 Index', 'Blockchain Capital Portfolio', 'GMCI Index', 'Made in USA', 'Coinbase 50 Index']",954470490,83,954482439.0
blockv,vee,BLOCKv,"['NFT', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem']",95038510,429,95038510.0
bloktopia,blok,Bloktopia,"['BNB Chain Ecosystem', 'Metaverse', 'Polygon Ecosystem', 'Arbitrum Ecosystem']",8450269,1521,39701284.0
blub,blub,BLUB,"['Meme', 'Sui Ecosystem', 'Sui Meme']",5228412,1787,6574920.0
blub-2,blub,Blub,"['Avalanche Ecosystem', 'Meme']",14484981,1235,14484981.0
bluefin,blue,Bluefin,"['Decentralized Exchange (DEX)', 'Decentralized Finance (DeFi)', 'Automated Market Maker (AMM)', 'Perpetuals', 'Sui Ecosystem', 'Alameda Research Portfolio', 'DeFiance Capital Portfolio', 'Polychain Capital Portfolio']",11430296,1356,72299791.0
bluzelle,blz,Bluzelle,"['Smart Contract Platform', 'BNB Chain Ecosystem', 'Ethereum Ecosystem', 'DePIN', 'Decentralized Science (DeSci)', 'Osmosis Ecosystem', 'Energi Ecosystem', 'GMCI DePIN Index', 'GMCI Index']",18708278,1089,20177893.0
blur,blur,Blur,"['NFT', 'Ethereum Ecosystem', 'NFT Marketplace', 'FTX Holdings', 'NFTFi', 'eGirl Capital Portfolio', 'Paradigm Portfolio', 'GMCI DeFi Index', 'GMCI Index', 'Made in USA', 'Coinbase 50 Index']",234603060,221,314424613.0
bnb48-club-token,koge,KOGE,"['BNB Chain Ecosystem', 'Binance Alpha Spotlight']",133705252,338,133705252.0
bmx,bmx,BMX,"['Decentralized Finance (DeFi)', 'Derivatives', 'Base Ecosystem', 'Mode Ecosystem']",8631729,1511,8798250.0
bob-3,bob,BOB,"['Smart Contract Platform', 'Meme', 'Internet Computer Ecosystem', 'Proof of Work (PoW)']",17815832,1121,17815832.0
boba-oppa,bobaoppa,Boba Oppa,"['Solana Ecosystem', 'Meme', 'Solana Meme']",5544856,1758,5544856.0
bobo-coin,bobo,BOBO Coin,"['Meme', 'Ethereum Ecosystem', 'Base Ecosystem']",17096327,1138,17117888.0
boba-network,boba,Boba Network,"['Smart Contract Platform', 'Ethereum Ecosystem', 'Layer 2 (L2)', 'Rollup', 'Boba Network Ecosystem', 'GMCI Layer 2 Index', 'GMCI Index', 'Made in USA']",50745526,631,57488714.0
